packet_size,login_attempts,connection_duration,error_rate,attack_label
388.81198819530795,3,5.637804369378767,0.004998745790900145,0
411.47696543084055,3,4.175623039055699,0.0010292247147901223,0
201.11109133059915,61,17.861035431983275,0.8093331326427231,1
6465.648768921554,1,113.22671098540393,0.6529847965068651,1
5122.219165222679,1,104.5369301372264,0.6801997007878172,1
509.5125784317136,2,6.329308685499704,0.015230688458668535,0
439.8293387770603,3,8.704556369017876,0.030499832889131048,0
4770.549546168044,2,131.68046739768369,0.802144564127061,1
532.2999797278297,1,2.2131661182545925,0.048479231388227934,0
573.8466579995411,2,5.342736562379941,0.009799143120957261,0
399.09146571348924,2,1.833411572926225,0.02698460661945399,0
509.64164790302584,1,5.838204211195286,0.007046211248738133,0
4956.463197526502,1,111.74097269260821,0.5794862726136689,1
558.2122794713039,3,6.775496919186715,0.039508777026560284,0
521.1587012326016,3,6.194089292358152,0.04250192888948997,0
475.425231257296,2,3.460664452667783,0.016259166101337354,0
583.4795419230428,1,5.593122768657942,0.019146343737689493,0
5361.395605508414,1,166.1410969939791,0.6024273291045296,1
438.51242405826895,1,5.665784880977859,0.01008596011676981,0
5091.760776535502,2,60.372932561973215,0.5557325817623503,1
358.1403536984442,1,5.380673969930335,0.00384899549143965,0
550.1448331524805,2,7.316373305864055,0.022826728524145513,0
596.2641289999702,2,4.580615126326004,0.006104397735033668,0
474.18152014636604,3,5.921911230840587,0.021355389431312818,0
4129.695045438926,1,104.80070341105429,0.6669644012595116,1
465.72854834732306,3,3.395445461556762,0.008414552108646528,0
290.8400330312736,2,7.527481061532773,0.048589104136048035,0
254.3363511519637,75,25.02493440351316,0.8073773894709066,1
434.08176975635223,1,5.007874608862806,0.01725356240133415,0
533.8022658875142,2,8.949142393906973,0.04928252270553004,0
614.2822814515021,3,6.503866065373549,0.012107996913871294,0
6405.205305878188,1,161.7697726047571,0.8265727492877536,1
502.80994633482015,1,2.6058258733233943,0.042917940240685994,0
571.812827982471,3,3.09705649870392,0.011324788759896898,0
553.6336032382065,3,3.170618137477445,0.04683649943683673,0
421.67467076637627,3,4.355876967588649,0.027072398691378292,0
437.43837047670684,1,3.9550770409348344,0.025831794563550715,0
600.0485607762105,3,5.304841724518519,0.016951489552435035,0
552.1941565616897,2,5.5939693464663724,0.0389937772928812,0
522.6288269498875,3,6.694802865153278,0.018614138328087153,0
6865.774511144757,2,134.21498762735362,0.8977829850443283,1
499.514305534897,3,4.233353387468194,0.036046996212606465,0
563.4240296264289,2,11.12219042875652,0.013260118384086273,0
492.2898290585896,2,5.682303949633288,0.0453049393859277,0
630.0345147996541,3,2.312952471865134,0.024625884690943196,0
403.69843739338734,3,6.954360001626147,0.038427700715315455,0
498.8416680218006,2,5.381197410229046,0.04574321951102243,0
547.3237624573545,3,4.854342174686255,0.04901657918580229,0
405.04809548211415,1,3.806205336874495,0.015846100257813883,0
571.0109240363954,2,5.184957743102194,0.046500841740541594,0
563.5112550901979,3,2.839598259919029,0.0070042007618262014,0
535.7787360348283,1,6.121569052736469,0.006831066572101441,0
319.81120309934397,2,5.9354341549962335,0.04050566973395904,0
3816.734378545581,2,134.84986962575084,0.7807867509030814,1
468.47307553596545,2,6.517938440986535,0.004699096992043451,0
496.0363857960381,3,3.930674516299872,0.04909204441552656,0
176.40340671052832,79,25.444752984836832,0.8653302483592082,1
227.47881725313337,87,13.645640965619801,0.9684046150023963,1
666.3769789448252,1,3.5215271370897856,0.048476843355707955,0
489.2805524838874,3,4.027565428493752,0.021948571035281805,0
550.4987278980457,1,6.731510388340243,0.0029096797754221805,0
5317.767032437118,2,71.6331807847643,0.573146398842923,1
7122.156197012633,1,150.9739578165344,0.5190864510766595,1
431.99956658820577,3,4.473188310265454,0.002036440115948507,0
234.95461909299945,52,22.99948316855503,0.8929347625879223,1
467.56045524326004,2,6.049218001261018,0.03129299578571182,0
540.4975508770525,3,6.819476349919634,0.047212579856258374,0
205.6758672625624,69,23.310653372605234,0.9146734083343867,1
548.1217728428127,3,5.934114345457776,0.0410213421885634,0
433.1025172683315,3,3.263831549191025,0.018862954161398795,0
345.6274597308104,2,7.233786880403358,0.015948781514688065,0
138.08845744258252,26,15.876743361744637,0.8236329655243313,1
589.959987543325,1,5.614599041753219,0.04017404651924243,0
555.1737010465074,3,3.579744084145032,0.049525257100033665,0
627.7664895788425,3,3.8168572223283403,0.04653786628017824,0
6144.371535474684,1,145.735939763654,0.541249547534373,1
77.17034271133028,32,19.61733969324227,0.97910464569924,1
472.89595377114574,2,3.7738106341832443,0.03383849522121517,0
414.6740057962023,1,4.971438904589811,0.014660538584903227,0
615.8110873500068,3,6.583325387925871,0.03906480252356013,0
532.4518316374555,3,8.35058649933644,0.005853350821380294,0
561.3841341475425,1,7.715761576199976,0.04192403818819926,0
449.45577262081366,3,2.2864290311628754,0.03531211135782481,0
355.1915658502676,1,2.1850724512468895,0.04736242886919294,0
266.3251943718387,38,15.228049357135024,0.9554293831854874,1
585.7659623202019,3,4.680122940073145,0.02172259222441357,0
644.3747209685762,1,1.1701852607809555,0.04113951759383466,0
389.5778211452867,1,6.523143682595193,0.018743528976185204,0
465.6798763368832,2,5.9153529088576775,0.040105462451336706,0
5224.092481810417,1,120.37777202345384,0.6011960671956964,1
429.81865574724,1,3.0657778907980666,0.03137790400420317,0
488.906806437049,1,6.952618252962205,0.013869059149056635,0
287.6104275690193,2,3.948489956638478,0.013296896248211948,0
467.66272009967986,3,1.6797651588873332,0.02680481831720602,0
557.1347510326788,1,6.941047640026421,0.006659256261187485,0
487.7211250842485,1,6.2977864825070995,0.030670759796789494,0
617.9440120721287,3,4.06164869579059,0.00752084455517641,0
534.0922198558953,3,4.827172986336773,0.028454073458287384,0
534.2456918007515,1,8.823059213018857,0.04983184185369527,0
454.9934528520756,2,6.2456998646949975,0.010252266425326246,0
412.7896234596441,1,3.657952177698609,0.03358503422029284,0
